'1번째 선수
Team(91) = "SK"
종족(91) = "3"
공격력(91) = "750"
견제(91) = "600"
전략(91) = "600"
물량(91) = "850"
수비력(91) = "450"
정찰(91) = "550"
센스(91) = "700"
컨트롤(91) = "600"

'92번째 선수
이름(92) = "박재혁"
랭크(92) = "Normal"
OYear(92) = "<11>"
Team(92) = "SK"
종족(92) = "2"
공격력(92) = "750"
견제(92) = "650"
전략(92) = "500"
물량(92) = "600"
수비력(92) = "550"
정찰(92) = "550"
센스(92) = "700"
컨트롤(92) = "800"

'93번째 선수
이름(93) = "어윤수"
랭크(93) = "Special"
OYear(93) = "<11>"
Team(93) = "SK"
종족(93) = "2"
공격력(93) = "700"
견제(93) = "650"
전략(93) = "550"
물량(93) = "750"
수비력(93) = "800"
정찰(93) = "600"
센스(93) = "600"
컨트롤(93) = "700"

'94번째 선수
이름(94) = "김재훈"
랭크(94) = "Special"
OYear(94) = "<11>"
Team(94) = "MBC"
종족(94) = "3"
공격력(94) = "700"
견제(94) = "600"
전략(94) = "600"
물량(94) = "850"
수비력(94) = "500"
정찰(94) = "600"
센스(94) = "650"
컨트롤(94) = "700"

'95번째 선수
이름(95) = "박수범"
랭크(95) = "Special"
OYear(95) = "<11>"
Team(95) = "MBC"
종족(95) = "3"
공격력(95) = "750"
견제(95) = "600"
전략(95) = "550"
물량(95) = "850"
수비력(95) = "650"
정찰(95) = "550"
센스(95) = "550"
컨트롤(95) = "700"

'96번째 선수
이름(96) = "구성훈"
랭크(96) = "Special"
OYear(96) = "<11>"
Team(96) = "화승"
종족(96) = "1"
공격력(96) = "650"
견제(96) = "650"
전략(96) = "700"
물량(96) = "650"
수비력(96) = "700"
정찰(96) = "600"
센스(96) = "650"
컨트롤(96) = "600"

'97번째 선수
이름(97) = "박준오"
랭크(97) = "Rare"
OYear(97) = "<11>"
Team(97) = "화승"
종족(97) = "2"
공격력(97) = "900"
견제(97) = "650"
전략(97) = "550"
물량(97) = "700"
수비력(97) = "550"
정찰(97) = "600"
센스(97) = "750"
컨트롤(97) = "900"

'98번째 선수
이름(98) = "신상문"
랭크(98) = "Rare"
OYear(98) = "<11>"
Team(98) = "CJ"
종족(98) = "1"
공격력(98) = "700"
견제(98) = "700"
전략(98) = "750"
물량(98) = "650"
수비력(98) = "650"
정찰(98) = "650"
센스(98) = "700"
컨트롤(98) = "800"

'99번째 선수
이름(99) = "이경민"
랭크(99) = "Rare"
OYear(99) = "<11>"
Team(99) = "CJ"
종족(99) = "3"
공격력(99) = "750"
견제(99) = "550"
전략(99) = "750"
물량(99) = "850"
수비력(99) = "650"
정찰(99) = "500"
센스(99) = "750"
컨트롤(99) = "800"

'100번째 선수
이름(100) = "장윤철"
랭크(100) = "Normal"
OYear(100) = "<11>"
Team(100) = "CJ"
종족(100) = "3"
공격력(100) = "650"
견제(100) = "550"
전략(100) = "600"
물량(100) = "650"
수비력(100) = "550"
정찰(100) = "550"
센스(100) = "650"
컨트롤(100) = "650"

'101번째 선수
이름(101) = "진영화"
랭크(101) = "Unique"
OYear(101) = "<11>"
Team(101) = "CJ"
종족(101) = "3"
공격력(101) = "750"
견제(101) = "800"
전략(101) = "650"
물량(101) = "800"
수비력(101) = "750"
정찰(101) = "800"
센스(101) = "700"
컨트롤(101) = "750"

'102번째 선수
이름(102) = "김경모"
랭크(102) = "Special"
OYear(102) = "<11>"
Team(102) = "공군"
종족(102) = "2"
공격력(102) = "650"
견제(102) = "700"
전략(102) = "550"
물량(102) = "750"
수비력(102) = "750"
정찰(102) = "650"
센스(102) = "600"
컨트롤(102) = "550"

'103번째 선수
이름(103) = "변형태"
랭크(103) = "Normal"
OYear(103) = "<11>"
Team(103) = "공군"
종족(103) = "1"
공격력(103) = "800"
견제(103) = "650"
전략(103) = "550"
물량(103) = "650"
수비력(103) = "550"
정찰(103) = "600"
센스(103) = "600"
컨트롤(103) = "600"

'104번째 선수
이름(104) = "이성은"
랭크(104) = "Special"
OYear(104) = "<11>"
Team(104) = "공군"
종족(104) = "1"
공격력(104) = "700"
견제(104) = "650"
전략(104) = "750"
물량(104) = "550"
수비력(104) = "500"
정찰(104) = "700"
센스(104) = "650"
컨트롤(104) = "700"

'105번째 선수
이름(105) = "박성균"
랭크(105) = "Rare"
OYear(105) = "<11>"
Team(105) = "폭스"
종족(105) = "1"
공격력(105) = "750"
견제(105) = "700"
전략(105) = "650"
물량(105) = "750"
수비력(105) = "750"
정찰(105) = "700"
센스(105) = "600"
컨트롤(105) = "700"

'106번째 선수
이름(106) = "신노열"
랭크(106) = "Normal"
OYear(106) = "<11>"
Team(106) = "폭스"
종족(106) = "2"
공격력(106) = "650"
견제(106) = "700"
전략(106) = "550"
물량(106) = "700"
수비력(106) = "650"
정찰(106) = "650"
센스(106) = "600"
컨트롤(106) = "700"

'107번째 선수
이름(107) = "이영한"
랭크(107) = "Normal"
OYear(107) = "<11>"
Team(107) = "폭스"
종족(107) = "2"
공격력(107) = "700"
견제(107) = "600"
전략(107) = "650"
물량(107) = "700"
수비력(107) = "450"
정찰(107) = "550"
센스(107) = "700"
컨트롤(107) = "650"

'108번째 선수
이름(108) = "전태양"
랭크(108) = "Special"
OYear(108) = "<11>"
Team(108) = "폭스"
종족(108) = "1"
공격력(108) = "650"
견제(108) = "650"
전략(108) = "700"
물량(108) = "600"
수비력(108) = "650"
정찰(108) = "700"
센스(108) = "750"
컨트롤(108) = "700"

'109번째 선수
이름(109) = "이영호"
랭크(109) = "Legend"
OYear(109) = "<11>"
Team(109) = "KT"
종족(109) = "1"
공격력(109) = "750"
견제(109) = "650"
전략(109) = "800"
물량(109) = "900"
수비력(109) = "900"
정찰(109) = "750"
센스(109) = "900"
컨트롤(109) = "750"

'110번째 선수
이름(110) = "송병구"
랭크(110) = "Rare"
OYear(110) = "<11>"
Team(110) = "삼성전자"
종족(110) = "3"
공격력(110) = "700"
견제(110) = "650"
전략(110) = "650"
물량(110) = "750"
수비력(110) = "700"
정찰(110) = "700"
센스(110) = "750"
컨트롤(110) = "700"

'111번째 선수
이름(111) = "김윤환1"
랭크(111) = "Normal"
OYear(111) = "<11>"
Team(111) = "STX"
종족(111) = "2"
공격력(111) = "550"
견제(111) = "700"
전략(111) = "750"
물량(111) = "650"
수비력(111) = "650"
정찰(111) = "600"
센스(111) = "550"
컨트롤(111) = "550"

'112번째 선수
이름(112) = "김명운"
랭크(112) = "Rare"
OYear(112) = "<11>"
Team(112) = "웅진"
종족(112) = "2"
공격력(112) = "600"
견제(112) = "700"
전략(112) = "650"
물량(112) = "750"
수비력(112) = "750"
정찰(112) = "800"
센스(112) = "700"
컨트롤(112) = "850"

'113번째 선수
이름(113) = "김택용"
랭크(113) = "Legend"
OYear(113) = "<11>"
Team(113) = "SK"
종족(113) = "3"
공격력(113) = "700"
견제(113) = "900"
전략(113) = "700"
물량(113) = "850"
수비력(113) = "750"
정찰(113) = "900"
센스(113) = "700"
컨트롤(113) = "900"

'114번째 선수
이름(114) = "정명훈"
랭크(114) = "Unique"
OYear(114) = "<11>"
Team(114) = "SK"
종족(114) = "1"
공격력(114) = "650"
견제(114) = "900"
전략(114) = "800"
물량(114) = "800"
수비력(114) = "850"
정찰(114) = "800"
센스(114) = "750"
컨트롤(114) = "600"

'115번째 선수
이름(115) = "염보성"
랭크(115) = "Special"
OYear(115) = "<11>"
Team(115) = "MBC"
종족(115) = "1"
공격력(115) = "600"
견제(115) = "700"
전략(115) = "650"
물량(115) = "750"
수비력(115) = "750"
정찰(115) = "750"
센스(115) = "700"
컨트롤(115) = "650"

'116번째 선수
이름(116) = "이제동"
랭크(116) = "Rare"
OYear(116) = "<11>"
Team(116) = "화승"
종족(116) = "2"
공격력(116) = "800"
견제(116) = "700"
전략(116) = "600"
물량(116) = "700"
수비력(116) = "650"
정찰(116) = "600"
센스(116) = "750"
컨트롤(116) = "800"

'117번째 선수
이름(117) = "신동원"
랭크(117) = "Elite"
OYear(117) = "<11>"
Team(117) = "CJ"
종족(117) = "2"
공격력(117) = "850"
견제(117) = "800"
전략(117) = "550"
물량(117) = "850"
수비력(117) = "800"
정찰(117) = "650"
센스(117) = "900"
컨트롤(117) = "900"

'118번째 선수
이름(118) = "이기석"
랭크(118) = "Legend"
OYear(118) = "<99>"
Team(118) = "자료없음"
종족(118) = "1"
공격력(118) = "750"
견제(118) = "750"
전략(118) = "850"
물량(118) = "850"
수비력(118) = "750"
정찰(118) = "750"
센스(118) = "850"
컨트롤(118) = "850"

'119번째 선수
이름(119) = "강민"
랭크(119) = "Normal"
OYear(119) = "<07>"
Team(119) = "KTF"
종족(119) = "3"
공격력(119) = "550"
견제(119) = "650"
전략(119) = "700"
물량(119) = "550"
수비력(119) = "700"
정찰(119) = "600"
센스(119) = "550"
컨트롤(119) = "550"

'120번째 선수
이름(120) = "김동수"
랭크(120) = "Normal"
OYear(120) = "<07>"
Team(120) = "KTF"
종족(120) = "3"
공격력(120) = "550"
견제(120) = "500"
전략(120) = "550"
물량(120) = "550"
수비력(120) = "350"
정찰(120) = "400"
센스(120) = "400"
컨트롤(120) = "450"

'121번째 선수
이름(121) = "김윤환"
랭크(121) = "Normal"
OYear(121) = "<07>"
Team(121) = "KTF"
종족(121) = "1"
공격력(121) = "700"
견제(121) = "550"
전략(121) = "500"
물량(121) = "650"
수비력(121) = "650"
정찰(121) = "600"
센스(121) = "550"
컨트롤(121) = "600"

'122번째 선수
이름(122) = "박정석"
랭크(122) = "Normal"
OYear(122) = "<07>"
Team(122) = "KTF"
종족(122) = "3"
공격력(122) = "650"
견제(122) = "600"
전략(122) = "600"
물량(122) = "650"
수비력(122) = "450"
정찰(122) = "550"
센스(122) = "600"
컨트롤(122) = "800"

'123번째 선수
이름(123) = "배병우"
랭크(123) = "Rare"
OYear(123) = "<07>"
Team(123) = "KTF"
종족(123) = "2"
공격력(123) = "850"
견제(123) = "550"
전략(123) = "550"
물량(123) = "800"
수비력(123) = "800"
정찰(123) = "650"
센스(123) = "650"
컨트롤(123) = "750"

'124번째 선수
이름(124) = "변길섭"
랭크(124) = "Normal"
OYear(124) = "<07>"
Team(124) = "KTF"
종족(124) = "1"
공격력(124) = "800"
견제(124) = "450"
전략(124) = "450"
물량(124) = "500"
수비력(124) = "450"
정찰(124) = "350"
센스(124) = "350"
컨트롤(124) = "600"

'125번째 선수
이름(125) = "이병민"
랭크(125) = "Normal"
OYear(125) = "<07>"
Team(125) = "KTF"
종족(125) = "1"
공격력(125) = "500"
견제(125) = "450"
전략(125) = "450"
물량(125) = "650"
수비력(125) = "650"
정찰(125) = "550"
센스(125) = "500"
컨트롤(125) = "500"

'126번째 선수
이름(126) = "이영호"
랭크(126) = "Rare"
OYear(126) = "<07>"
Team(126) = "KTF"
종족(126) = "1"
공격력(126) = "850"
견제(126) = "650"
전략(126) = "650"
물량(126) = "800"
수비력(126) = "700"
정찰(126) = "550"
센스(126) = "700"
컨트롤(126) = "700"

'127번째 선수
이름(127) = "이영호1"
랭크(127) = "Normal"
OYear(127) = "<07>"
Team(127) = "KTF"
종족(127) = "3"
공격력(127) = "700"
견제(127) = "650"
전략(127) = "700"
물량(127) = "600"
수비력(127) = "450"
정찰(127) = "500"
센스(127) = "550"
컨트롤(127) = "650"

'128번째 선수
이름(128) = "임재덕"
랭크(128) = "Normal"
OYear(128) = "<07>"
Team(128) = "KTF"
종족(128) = "2"
공격력(128) = "600"
견제(128) = "550"
전략(128) = "550"
물량(128) = "600"
수비력(128) = "600"
정찰(128) = "500"
센스(128) = "450"
컨트롤(128) = "550"

'129번째 선수
이름(129) = "정명호"
랭크(129) = "Special"
OYear(129) = "<07>"
Team(129) = "KTF"
종족(129) = "2"
공격력(129) = "700"
견제(129) = "550"
전략(129) = "650"
물량(129) = "700"
수비력(129) = "650"
정찰(129) = "550"
센스(129) = "700"
컨트롤(129) = "700"

'130번째 선수
이름(130) = "조용호"
랭크(130) = "Normal"
OYear(130) = "<07>"
Team(130) = "KTF"
종족(130) = "2"
공격력(130) = "600"
견제(130) = "450"
전략(130) = "550"
물량(130) = "700"
수비력(130) = "650"
정찰(130) = "600"
센스(130) = "450"
컨트롤(130) = "550"

'131번째 선수
이름(131) = "홍진호"
랭크(131) = "Normal"
OYear(131) = "<07>"
Team(131) = "KTF"
종족(131) = "2"
공격력(131) = "800"
견제(131) = "550"
전략(131) = "550"
물량(131) = "450"
수비력(131) = "450"
정찰(131) = "500"
센스(131) = "650"
컨트롤(131) = "550"

'132번째 선수
이름(132) = "김동건"
랭크(132) = "Normal"
OYear(132) = "<07>"
Team(132) = "삼성전자"
종족(132) = "1"
공격력(132) = "550"
견제(132) = "550"
전략(132) = "550"
물량(132) = "650"
수비력(132) = "650"
정찰(132) = "550"
센스(132) = "500"
컨트롤(132) = "550"

'133번째 선수
이름(133) = "박성준1"
랭크(133) = "Normal"
OYear(133) = "<07>"
Team(133) = "삼성전자"
종족(133) = "2"
공격력(133) = "750"
견제(133) = "550"
전략(133) = "450"
물량(133) = "650"
수비력(133) = "600"
정찰(133) = "550"
센스(133) = "450"
컨트롤(133) = "550"

'134번째 선수
이름(134) = "박성훈"
랭크(134) = "Normal"
OYear(134) = "<07>"
Team(134) = "삼성전자"
종족(134) = "3"
공격력(134) = "500"
견제(134) = "600"
전략(134) = "750"
물량(134) = "450"
수비력(134) = "550"
정찰(134) = "550"
센스(134) = "600"
컨트롤(134) = "550"

'135번째 선수
이름(135) = "변은종"
랭크(135) = "Normal"
OYear(135) = "<07>"
Team(135) = "삼성전자"
종족(135) = "2"
공격력(135) = "750"
견제(135) = "550"
전략(135) = "400"
물량(135) = "650"
수비력(135) = "550"
정찰(135) = "450"
센스(135) = "500"
컨트롤(135) = "550"

'136번째 선수
이름(136) = "송병구"
랭크(136) = "Legend"
OYear(136) = "<07>"
Team(136) = "삼성전자"
종족(136) = "3"
공격력(136) = "850"
견제(136) = "700"
전략(136) = "750"
물량(136) = "900"
수비력(136) = "650"
정찰(136) = "750"
센스(136) = "900"
컨트롤(136) = "900"

'137번째 선수
이름(137) = "이성은"
랭크(137) = "Special"
OYear(137) = "<07>"
Team(137) = "삼성전자"
종족(137) = "1"
공격력(137) = "750"
견제(137) = "750"
전략(137) = "800"
물량(137) = "650"
수비력(137) = "500"
정찰(137) = "600"
센스(137) = "800"
컨트롤(137) = "650"

'138번째 선수
이름(138) = "이재황"
랭크(138) = "Normal"
OYear(138) = "<07>"
Team(138) = "삼성전자"
종족(138) = "2"
공격력(138) = "550"
견제(138) = "550"
전략(138) = "500"
물량(138) = "550"
수비력(138) = "550"
정찰(138) = "500"
센스(138) = "500"
컨트롤(138) = "550"

'139번째 선수
이름(139) = "이창훈"
랭크(139) = "Normal"
OYear(139) = "<07>"
Team(139) = "삼성전자"
종족(139) = "2"
공격력(139) = "700"
견제(139) = "450"
전략(139) = "600"
물량(139) = "550"
수비력(139) = "550"
정찰(139) = "550"
센스(139) = "550"
컨트롤(139) = "550"

'140번째 선수
이름(140) = "임채성"
랭크(140) = "Normal"
OYear(140) = "<07>"
Team(140) = "삼성전자"
종족(140) = "1"
공격력(140) = "700"
견제(140) = "600"
전략(140) = "600"
물량(140) = "550"
수비력(140) = "450"
정찰(140) = "500"
센스(140) = "550"
컨트롤(140) = "650"

'141번째 선수
이름(141) = "장용석"
랭크(141) = "Normal"
OYear(141) = "<07>"
Team(141) = "삼성전자"
종족(141) = "1"
공격력(141) = "700"
견제(141) = "600"
전략(141) = "650"
물량(141) = "550"
수비력(141) = "550"
정찰(141) = "550"
센스(141) = "550"
컨트롤(141) = "700"

'142번째 선수
이름(142) = "주영달"
랭크(142) = "Normal"
OYear(142) = "<07>"
Team(142) = "삼성전자"
종족(142) = "2"
공격력(142) = "750"
견제(142) = "550"
전략(142) = "550"
물량(142) = "550"
수비력(142) = "550"
정찰(142) = "550"
센스(142) = "550"
컨트롤(142) = "750"

'143번째 선수
이름(143) = "김구현"
랭크(143) = "Rare"
OYear(143) = "<07>"
Team(143) = "STX"
종족(143) = "3"
공격력(143) = "750"
견제(143) = "850"
전략(143) = "550"
물량(143) = "850"
수비력(143) = "650"
정찰(143) = "600"
센스(143) = "600"
컨트롤(143) = "750"

'144번째 선수
이름(144) = "김민제"
랭크(144) = "Normal"
OYear(144) = "<07>"
Team(144) = "STX"
종족(144) = "3"
공격력(144) = "550"
견제(144) = "450"
전략(144) = "450"
물량(144) = "600"
수비력(144) = "500"
정찰(144) = "500"
센스(144) = "450"
컨트롤(144) = "550"

'145번째 선수
이름(145) = "김윤중"
랭크(145) = "Normal"
OYear(145) = "<07>"
Team(145) = "STX"
종족(145) = "3"
공격력(145) = "550"
견제(145) = "550"
전략(145) = "450"
물량(145) = "550"
수비력(145) = "450"
정찰(145) = "550"
센스(145) = "400"
컨트롤(145) = "500"

'146번째 선수
이름(146) = "김윤환1"
랭크(146) = "Normal"
OYear(146) = "<07>"
Team(146) = "STX"
종족(146) = "2"
공격력(146) = "700"
견제(146) = "550"
전략(146) = "600"
물량(146) = "650"
수비력(146) = "600"
정찰(146) = "550"
센스(146) = "650"
컨트롤(146) = "600"

'147번째 선수
이름(147) = "박성진"
랭크(147) = "Normal"
OYear(147) = "<07>"
Team(147) = "STX"
종족(147) = "1"
공격력(147) = "550"
견제(147) = "450"
전략(147) = "450"
물량(147) = "500"
수비력(147) = "650"
정찰(147) = "500"
센스(147) = "450"
컨트롤(147) = "450"

'148번째 선수
이름(148) = "박정욱"
랭크(148) = "Normal"
OYear(148) = "<07>"
Team(148) = "STX"
종족(148) = "1"
공격력(148) = "650"
견제(148) = "600"
전략(148) = "450"
물량(148) = "750"
수비력(148) = "600"
정찰(148) = "600"
센스(148) = "550"
컨트롤(148) = "600"

'149번째 선수
이름(149) = "박종수"
랭크(149) = "Normal"
OYear(149) = "<07>"
Team(149) = "STX"
종족(149) = "3"
공격력(149) = "550"
견제(149) = "650"
전략(149) = "600"
물량(149) = "550"
수비력(149) = "600"
정찰(149) = "550"
센스(149) = "550"
컨트롤(149) = "600"

'150번째 선수
이름(150) = "서지수"
랭크(150) = "Normal"
OYear(150) = "<07>"
Team(150) = "STX"
종족(150) = "1"
공격력(150) = "550"
견제(150) = "450"
전략(150) = "350"
물량(150) = "300"
수비력(150) = "300"
정찰(150) = "300"
센스(150) = "350"
컨트롤(150) = "450"

'151번째 선수
이름(151) = "이철민"
랭크(151) = "Normal"
OYear(151) = "<07>"
Team(151) = "STX"
종족(151) = "2"
공격력(151) = "550"
견제(151) = "450"
전략(151) = "550"
물량(151) = "550"
수비력(151) = "500"
정찰(151) = "550"
센스(151) = "500"
컨트롤(151) = "600"

'152번째 선수
이름(152) = "조일장"
랭크(152) = "Normal"
OYear(152) = "<07>"
Team(152) = "STX"
종족(152) = "2"
공격력(152) = "600"
견제(152) = "500"
전략(152) = "550"
물량(152) = "600"
수비력(152) = "550"
정찰(152) = "500"
센스(152) = "500"
컨트롤(152) = "550"

'153번째 선수
이름(153) = "진영수"
랭크(153) = "Unique"
OYear(153) = "<07>"
Team(153) = "STX"
종족(153) = "1"
공격력(153) = "800"
견제(153) = "900"
전략(153) = "650"
물량(153) = "650"
수비력(153) = "650"
정찰(153) = "850"
센스(153) = "800"
컨트롤(153) = "850"

'154번째 선수
이름(154) = "최연식"
랭크(154) = "Normal"
OYear(154) = "<07>"
Team(154) = "STX"
종족(154) = "1"
공격력(154) = "550"
견제(154) = "650"
전략(154) = "500"
물량(154) = "550"
수비력(154) = "650"
정찰(154) = "600"
센스(154) = "400"
컨트롤(154) = "500"

'155번째 선수
이름(155) = "김남기"
랭크(155) = "Normal"
OYear(155) = "<07>"
Team(155) = "한빛"
종족(155) = "2"
공격력(155) = "700"
견제(155) = "650"
전략(155) = "500"
물량(155) = "550"
수비력(155) = "600"
정찰(155) = "550"
센스(155) = "550"
컨트롤(155) = "600"

'156번째 선수
이름(156) = "김동주"
랭크(156) = "Normal"
OYear(156) = "<07>"
Team(156) = "한빛"
종족(156) = "1"
공격력(156) = "550"
견제(156) = "550"
전략(156) = "500"
물량(156) = "600"
수비력(156) = "550"
정찰(156) = "500"
센스(156) = "500"
컨트롤(156) = "600"

'157번째 선수
이름(157) = "김명운"
랭크(157) = "Normal"
OYear(157) = "<07>"
Team(157) = "한빛"
종족(157) = "2"
공격력(157) = "600"
견제(157) = "550"
전략(157) = "450"
물량(157) = "600"
수비력(157) = "600"
정찰(157) = "600"
센스(157) = "550"
컨트롤(157) = "750"

'158번째 선수
이름(158) = "김병욱"
랭크(158) = "Normal"
OYear(158) = "<07>"
Team(158) = "한빛"
종족(158) = "1"
공격력(158) = "550"
견제(158) = "550"
전략(158) = "450"
물량(158) = "550"
수비력(158) = "500"
